"p_group3","model","RMSE","MAE","MAPE","MDAPE","Bias"
"high","Generic PC",0.284823990271952,0.204856981893344,2305.32226097484,37.5336001730004,0.151809269870223
"high","QM",0.219754804636949,0.150999183623629,1342.46819271116,31.6249906029779,-0.0106087281720139
"high","GB LM",0.209773812395092,0.153706891957049,1850.41228431075,27.3101859514078,0.0253266516428667
"high","Linear model",0.193876882576746,0.141978927713439,1771.32657682002,27.2940159744761,-0.011792719357797
"high","AR2 model",0.175733632373715,0.129616219439354,1584.56736644349,24.2884332249134,0.00180843464695851
"high","AR1 model",0.175537706466963,0.129372827265277,1590.09794556898,24.5180989446348,0.00190204907135374
"high","Spatio-temporal model",0.0635905129313287,0.0405841937281686,446.554474863163,8.19907276964203,0.0012656938516839
"mid","Generic PC",0.283735807172489,0.200199333936051,668.285237358552,59.6223881852695,0.158199739813425
"mid","QM",0.193722180435914,0.130927872913005,305.274960221053,43.9027019370546,0.00557275052020185
"mid","GB LM",0.184340812072344,0.130666126065806,553.172503259889,37.2466897036923,0.0284045446372271
"mid","Linear model",0.166030286089123,0.12099711916802,628.324511115839,37.5385124714008,0.00831728508621243
"mid","AR2 model",0.148905780214199,0.107631973511306,675.240237832524,33.0973011589045,0.00313577361677306
"mid","AR1 model",0.148813152116723,0.107600431703176,679.875178940455,33.2450741955025,0.00306291164194196
"mid","Spatio-temporal model",0.0539153185114556,0.0364300834271582,119.652393701577,11.6518271636091,0.000841589267750527
