job-ID,prior,name,user,state,submit/start,at,queue,jclass,slots,ja-task-ID
------------------------------------------------------------------------------------------------------------------------------------------------
r,09/21/2026,11:31:45,gpu@node1r02.ecdf.ed.ac.uk,32
58788982,0.06127,QLOGIN,dzhiguno,r,09/21/2026,11:12:16,eddie@node1j24.ecdf.ed.ac.uk,32
58948163,0.05590,getLiftOve,rzhao4,r,09/22/2026,09:18:17,eddie@node1q03.ecdf.ed.ac.uk,10
58756769,0.05509,kv_runner1,s2630843,r,09/21/2026,03:56:53,gpu@node1p02.ecdf.ed.ac.uk,2
58948165,0.05507,mtan,s2520601,r,09/22/2026,09:18:32,gpu@node1p05.ecdf.ed.ac.uk,1
58938201,0.05496,QLOGIN,s2673716,r,09/22/2026,08:20:38,gpu@node1g07.ecdf.ed.ac.uk,4
58931761,0.05477,calvados_s,s2747831,r,09/22/2026,07:56:24,gpu@node1q08.ecdf.ed.ac.uk,1
58669744,0.05436,RSM_int_me,jricha3,r,09/21/2026,11:32:27,gpu@node1r03.ecdf.ed.ac.uk,32
58788447,0.05392,RSM_int_me,jricha3,r,09/21/2026,09:49:17,gpu@node1p01.ecdf.ed.ac.uk,32
58788506,0.05185,QLOGIN,crobert,r,09/21/2026,09:58:42,eddie@node1j15.ecdf.ed.ac.uk,1
58776521,0.05168,sim_8192_1,s2871218,r,09/21/2026,05:12:05,gpu@node1o17.ecdf.ed.ac.uk,1
58776809,0.05144,sim_8192_1,sbenavid,r,09/21/2026,05:12:05,gpu@node1q08.ecdf.ed.ac.uk,1
58788489,0.05130,Ti4O8-C12-,s1829244,r,09/21/2026,09:51:10,eddie@node1k14.ecdf.ed.ac.uk,2
58788362,0.04856,rRSS,crobert,r,09/21/2026,10:58:10,eddie@node1l06.ecdf.ed.ac.uk,20
58789060,0.04854,SimuPhyloE,gclarte,r,09/21/2026,13:09:53,eddie@node1s11.ecdf.ed.ac.uk,31
58790280,0.04688,ev_grl_gpu,s1904451,r,09/21/2026,12:57:11,gpu@node1p06.ecdf.ed.ac.uk,1
58776363,0.04208,kv_runner1,s2630843,r,09/21/2026,08:35:13,gpu@node1p01.ecdf.ed.ac.uk,2
58788491,0.04116,Ti4O8-C12-,s1829244,r,09/21/2026,09:52:26,eddie@node1n09.ecdf.ed.ac.uk,2
58893618,0.03877,Pan_1,s2745005,r,09/22/2026,04:48:09,eddie@node1q14.ecdf.ed.ac.uk,24
58790902,0.03866,perm-windo,v1malmar,r,09/22/2026,00:57:18,gpu@node1g07.ecdf.ed.ac.uk,8
58791057,0.03791,r_512_d_1d,sbenavid,r,09/22/2026,03:15:18,gpu@node1g06.ecdf.ed.ac.uk,1
58792829,0.03790,S0_0_vf_50,adixon3,r,09/22/2026,01:25:03,gpu@node1s04.ecdf.ed.ac.uk,1
58792868,0.03777,S0_0_vf_50,adixon3,r,09/22/2026,02:58:18,gpu@node1p07.ecdf.ed.ac.uk,1
58792888,0.03745,S0_0_vf_50,adixon3,r,09/22/2026,03:58:18,gpu@node1q07.ecdf.ed.ac.uk,1
58897176,0.03732,dsgd1e,s2324792,r,09/22/2026,05:43:09,gpu@node1g04.ecdf.ed.ac.uk,8,7
58788493,0.03432,Ti4O8-C12-,s1829244,r,09/21/2026,09:52:41,eddie@node1m09.ecdf.ed.ac.uk,2
58776364,0.03402,kv_runner1,s2630843,r,09/22/2026,08:47:57,gpu@node1p01.ecdf.ed.ac.uk,2
58663532,0.03002,s3-t224-B0,s2108353,r,09/22/2026,05:31:54,gpu@node1o16.ecdf.ed.ac.uk,1
58771118,0.02977,g_input,s2430499,r,09/22/2026,08:16:39,gpu@node1o16.ecdf.ed.ac.uk,1
58790903,0.02946,perm-windo,v1malmar,r,09/22/2026,05:34:54,gpu@node1p01.ecdf.ed.ac.uk,8
58788494,0.02943,Ti4O8-C12-,s1829244,r,09/21/2026,09:52:56,eddie@node1n05.ecdf.ed.ac.uk,2
58790439,0.02899,ev_grl_gpu,s1904451,r,09/22/2026,07:01:54,gpu@node1p06.ecdf.ed.ac.uk,1
58791060,0.02891,PO_256_m1d,sbenavid,r,09/22/2026,06:59:39,gpu@node1g07.ecdf.ed.ac.uk,1
58784136,0.02878,l0p05_L819,s2563493,r,09/20/2026,20:30:15,gpu@node1o01.ecdf.ed.ac.uk,2
58788496,0.02582,Ti4O8-C12-,s1829244,r,09/21/2026,09:56:21,eddie@node1k15.ecdf.ed.ac.uk,2
58789126,0.02523,RealWave_M,gclarte,r,09/21/2026,11:40:19,eddie@node1d02.ecdf.ed.ac.uk,32
58827380,0.02441,QLOGIN,s2673716,r,09/21/2026,23:44:28,gpu@node1p05.ecdf.ed.ac.uk,4
58788497,0.02296,Ti4O8-C12-,s1829244,r,09/21/2026,09:56:36,eddie@node1k15.ecdf.ed.ac.uk,2
58789122,0.02280,SimuPhyloE,gclarte,r,09/22/2026,07:43:54,eddie@node1j13.ecdf.ed.ac.uk,31
58788594,0.02272,Ti4O8-C12-,s1829244,r,09/21/2026,10:16:17,eddie@node1n05.ecdf.ed.ac.uk,2
58789127,0.02243,RealWave_M,gclarte,r,09/21/2026,11:40:19,eddie@node1e01.ecdf.ed.ac.uk,32
58451374,0.02051,step7_gate,yhu5,r,09/22/2026,09:15:32,eddie@node1h04.ecdf.ed.ac.uk,8,1912
58451374,0.02051,step7_gate,yhu5,r,09/22/2026,09:13:47,eddie@node1h16.ecdf.ed.ac.uk,8,1911
58451374,0.02051,step7_gate,yhu5,r,09/22/2026,09:12:47,eddie@node1f16.ecdf.ed.ac.uk,8,1910
58451374,0.02050,step7_gate,yhu5,r,09/22/2026,09:04:17,eddie@node1h03.ecdf.ed.ac.uk,8,1909
58451374,0.02049,step7_gate,yhu5,r,09/22/2026,08:57:05,eddie@node1r07.ecdf.ed.ac.uk,8,1906
58451374,0.02048,step7_gate,yhu5,r,09/22/2026,08:56:35,eddie@node1o08.ecdf.ed.ac.uk,8,1905
58451374,0.02048,step7_gate,yhu5,r,09/22/2026,09:02:52,eddie@node1h05.ecdf.ed.ac.uk,8,1908
58451374,0.02048,step7_gate,yhu5,r,09/22/2026,08:58:22,eddie@node1s14.ecdf.ed.ac.uk,8,1907
58451374,0.02047,step7_gate,yhu5,r,09/22/2026,08:54:31,eddie@node1o11.ecdf.ed.ac.uk,8,1904
58451374,0.02047,step7_gate,yhu5,r,09/22/2026,08:49:27,eddie@node1f06.ecdf.ed.ac.uk,8,1903
58451374,0.02047,step7_gate,yhu5,r,09/22/2026,08:44:57,eddie@node1i16.ecdf.ed.ac.uk,8,1902
58788595,0.02046,Ti4O8-C12-,s1829244,r,09/21/2026,10:16:32,eddie@node1m12.ecdf.ed.ac.uk,2
58451374,0.02046,step7_gate,yhu5,r,09/22/2026,08:40:23,eddie@node1h22.ecdf.ed.ac.uk,8,1901
58451374,0.02045,step7_gate,yhu5,r,09/22/2026,08:39:08,eddie@node1o04.ecdf.ed.ac.uk,8,1900
58451374,0.02045,step7_gate,yhu5,r,09/22/2026,08:37:23,eddie@node1f12.ecdf.ed.ac.uk,8,1899
58451374,0.02045,step7_gate,yhu5,r,09/22/2026,08:36:53,eddie@node1r20.ecdf.ed.ac.uk,8,1898
58451374,0.02045,step7_gate,yhu5,r,09/22/2026,08:34:53,eddie@node1f13.ecdf.ed.ac.uk,8,1897
58451374,0.02045,step7_gate,yhu5,r,09/22/2026,14:37:43,eddie@node1l28.ecdf.ed.ac.uk,8,1988
58451374,0.02045,step7_gate,yhu5,r,09/22/2026,08:33:08,eddie@node1l21.ecdf.ed.ac.uk,8,1896
58451374,0.02044,step7_gate,yhu5,r,09/22/2026,08:29:38,eddie@node1i13.ecdf.ed.ac.uk,8,1895
58451374,0.02044,step7_gate,yhu5,r,09/22/2026,08:28:23,eddie@node1o14.ecdf.ed.ac.uk,8,1894
58451374,0.02044,step7_gate,yhu5,r,09/22/2026,14:29:55,eddie@node1l27.ecdf.ed.ac.uk,8,1986
58451374,0.02044,step7_gate,yhu5,r,09/22/2026,14:30:10,eddie@node1o14.ecdf.ed.ac.uk,8,1987
58451374,0.02043,step7_gate,yhu5,r,09/22/2026,14:27:24,eddie@node1h04.ecdf.ed.ac.uk,8,1985
58451374,0.02043,step7_gate,yhu5,r,09/22/2026,08:23:38,eddie@node1h06.ecdf.ed.ac.uk,8,1893
58451374,0.02043,step7_gate,yhu5,r,09/22/2026,14:23:54,eddie@node1j28.ecdf.ed.ac.uk,8,1984
58451374,0.02042,step7_gate,yhu5,r,09/22/2026,14:18:40,eddie@node1l26.ecdf.ed.ac.uk,8,1983
58451374,0.02041,step7_gate,yhu5,r,09/22/2026,08:08:24,eddie@node1h12.ecdf.ed.ac.uk,8,1892
58451374,0.02041,step7_gate,yhu5,r,09/22/2026,08:07:54,eddie@node1o06.ecdf.ed.ac.uk,8,1891
58451374,0.02041,step7_gate,yhu5,r,09/22/2026,08:07:09,eddie@node1s16.ecdf.ed.ac.uk,8,1890
58451374,0.02041,step7_gate,yhu5,r,09/22/2026,08:06:39,eddie@node1j28.ecdf.ed.ac.uk,8,1889
58451374,0.02041,step7_gate,yhu5,r,09/22/2026,14:07:47,eddie@node1i13.ecdf.ed.ac.uk,8,1982
58451374,0.02040,step7_gate,yhu5,r,09/22/2026,08:04:24,eddie@node1h12.ecdf.ed.ac.uk,8,1888
58451374,0.02040,step7_gate,yhu5,r,09/22/2026,08:01:54,eddie@node1o04.ecdf.ed.ac.uk,8,1887
58451374,0.02039,step7_gate,yhu5,r,09/22/2026,07:57:54,eddie@node1i06.ecdf.ed.ac.uk,8,1885
