"date","norm_power_est0","norm_potential","ws_h_wmean","capacity","p_group3","p_group7"
2025-08-17,0.200075025492399,0.0983318496297975,5.20177934221316,22348.355,"low","(-Inf,0.101]"
2025-01-21,0.273133929933143,0.146884354867019,6.16630237301741,21446.3341666667,"low","(0.101,0.157]"
2025-05-01,0.314550094275986,0.17814509252977,6.54648694720961,20646.4633333333,"low","(0.157,0.182]"
2025-01-31,0.282666507163216,0.156624195465309,6.06533094981053,21748.855,"low","(0.101,0.157]"
2025-04-07,0.170634794542703,0.0879190959119515,4.77785880624341,21302.055,"low","(-Inf,0.101]"
2025-06-18,0.255631734779429,0.160222267127393,5.84133532158981,21709.8133333333,"low","(0.157,0.182]"
2025-07-13,0.246405657762517,0.115920413814156,6.04926939713042,21461.355,"low","(0.101,0.157]"
2025-08-12,0.243177805493704,0.106435679993052,5.89460106290075,22211.0216666667,"low","(0.101,0.157]"
2025-01-11,0.184194599075838,0.121344504879299,5.39513869922976,21748.855,"low","(0.101,0.157]"
2025-08-22,0.121608024645664,0.0706027065553765,4.68724771115788,22408.68,"low","(-Inf,0.101]"
2025-07-20,0.394423665452546,0.165566309006457,6.85606636688744,21496.355,"low","(0.157,0.182]"
2025-07-30,0.205907573363586,0.120012692240593,5.5637190085961,21165.6,"low","(0.101,0.157]"
2025-09-23,0.297474484293307,0.166403215498628,5.55991581194507,22061.6466666667,"low","(0.157,0.182]"
2025-05-06,0.23885995064838,0.131038616822132,5.32488419901908,20735.005,"low","(0.101,0.157]"
2025-07-19,0.317209730265458,0.172995262023413,5.96809620098172,21429.855,"low","(0.157,0.182]"
2025-08-23,0.0831244993944643,0.0390705600592938,3.79363870732216,22563.355,"low","(-Inf,0.101]"
2025-07-11,0.108761526837447,0.0488128000801945,4.00917947803132,21273.2716666667,"low","(-Inf,0.101]"
2025-05-09,0.246289665542404,0.128347247977985,5.72427882709009,21170.505,"low","(0.101,0.157]"
2025-06-25,0.290350235644457,0.143139546342076,6.22564211218788,21347.105,"low","(0.101,0.157]"
2025-05-20,0.179750576316782,0.0873602687880514,4.99304799893077,21555.5216666667,"low","(-Inf,0.101]"
2025-08-14,0.291151131211495,0.164819283696667,6.28057299691182,22249.1466666667,"low","(0.157,0.182]"
2025-07-09,0.200758107219701,0.122661723845875,5.54069482890899,21300.1883333333,"low","(0.101,0.157]"
2025-06-07,0.286559480445161,0.151108585232846,6.14987789895815,21928.9383333333,"low","(0.101,0.157]"
2025-03-31,0.207913078332813,0.11108275549134,5.55052450299562,21628.1466666667,"low","(0.101,0.157]"
2025-07-02,0.277744390109179,0.168310925913065,6.06060868350093,21165.855,"low","(0.157,0.182]"
2025-07-22,0.317902367875348,0.167673413164842,6.84626900054526,20852.7383333333,"low","(0.157,0.182]"
2025-08-15,0.266141611213081,0.149074419037442,6.18075914406921,22178.6883333333,"low","(0.101,0.157]"
2025-09-29,0.124981803797484,0.0839583726310106,4.55148468278772,21921.355,"low","(-Inf,0.101]"
2025-04-09,0.231763502182184,0.136878807661666,5.47242763284462,21123.255,"low","(0.101,0.157]"
2025-02-28,0.24744763672913,0.150233847272841,5.77221564968055,21748.855,"low","(0.101,0.157]"
2025-08-13,0.245807656832771,0.122418906018347,5.61050241697092,22285.6883333333,"low","(0.101,0.157]"
2025-08-11,0.322012629898135,0.180598426570084,6.41678709964916,22411.0633333333,"low","(0.157,0.182]"
2025-07-16,0.245995270250025,0.149146935594942,5.57563626663931,21539.975,"low","(0.101,0.157]"
2025-04-29,0.159282224941941,0.0663227306341625,4.85217693523562,20738.7966666667,"low","(-Inf,0.101]"
2025-01-10,0.279044074405236,0.17142425204955,6.16772176768679,21386.605,"low","(0.157,0.182]"
2025-04-08,0.112888752881333,0.045392316246629,4.17413146724526,21119.93,"low","(-Inf,0.101]"
2025-09-30,0.270478160781555,0.160923081625201,5.66889124297643,21921.355,"low","(0.157,0.182]"
2025-06-19,0.231841953939531,0.104404217391668,5.41324495836775,21717.8133333333,"low","(0.101,0.157]"
2025-01-04,0.316961749063944,0.17017607363698,6.79074758978693,21748.855,"low","(0.157,0.182]"
